Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
4.800015,B,4.800015,0.573936,0,0.4819092,0,2908.157,504.2756,86.3064,0,152.7226,185.7082,3.769786,147.8654199,147.8654199,0.000657123,657.8201392,657.8201392,0.0024017,89.99979,89.99979,1527.906,0.004988325
4.810015,B,4.810015,0.5752414,0,0.4818863,0,2908.07,504.1409,86.67458,0,152.6965,185.7082,3.772764,147.8844855,147.8844855,0.000657514,659.298984,659.298984,0.002408276,89.99979,89.99979,1534.499,0.005012375
4.820015,B,4.820015,0.5765473,0,0.4818635,0,2907.983,504.0063,87.04347,0,152.6705,185.7082,3.775741,147.9034874,147.9034874,0.000657904,660.7780189,660.7780189,0.002414855,89.99979,89.99979,1541.107,0.005036491
4.830016,B,4.830016,0.5778533,0,0.4818409,0,2907.885,503.8716,87.41307,0,152.6444,185.7082,3.778718,147.9217046,147.9217046,0.000658291,662.2572359,662.2572359,0.002421438,89.99979,89.99979,1547.729,0.005060672
4.840016,B,4.840016,0.5791596,0,0.4818183,0,2907.787,503.737,87.78339,0,152.6183,185.7082,3.781696,147.9398979,147.9398979,0.000658677,663.7366348,663.7366348,0.002428024,89.99979,89.99979,1554.366,0.005084919
4.850016,B,4.850016,0.580466,0,0.481784,0,2907.689,503.6024,88.15228,0,152.5923,185.7082,3.784673,147.958278,147.958278,0.000659063,665.2162176,665.2162176,0.002434615,89.99979,89.99979,1561.019,0.005109232
4.860016,B,4.860016,0.5817729,0,0.4817285,0,2907.591,503.4678,88.51791,0,152.5663,185.7082,3.78765,147.9768051,147.9768051,0.00065945,666.6959856,666.6959856,0.002441209,89.99979,89.99979,1567.686,0.005133612
4.870017,B,4.870017,0.5830798,0,0.4816731,0,2907.494,503.3332,88.88422,0,152.5402,185.7082,3.790628,147.9952984,147.9952984,0.000659836,668.1759385,668.1759385,0.002447808,89.99979,89.99979,1574.367,0.005158057
4.880017,B,4.880017,0.5843871,0,0.4816178,0,2907.385,503.1986,89.25121,0,152.5141,185.7082,3.793605,148.0130149,148.0130149,0.000660218,669.6560687,669.6560686,0.00245441,89.99979,89.99979,1581.064,0.005182568
4.890017,B,4.890017,0.5856947,0,0.4815626,0,2907.276,503.064,89.61883,0,152.4881,185.7082,3.796582,148.030789,148.030789,0.0006606,671.1363765,671.1363765,0.002461016,89.99979,89.99979,1587.775,0.005207145
4.900017,B,4.900017,0.5870024,0,0.4815074,0,2907.167,502.9294,89.9871,0,152.4621,185.7082,3.79956,148.0484916,148.0484916,0.000660982,672.6168614,672.6168614,0.002467626,89.99979,89.99979,1594.501,0.005231788
4.910017,B,4.910017,0.5883104,0,0.4814524,0,2907.058,502.7949,90.35605,0,152.436,185.7082,3.802537,148.0661227,148.0661227,0.000661363,674.0975226,674.0975226,0.002474239,89.99979,89.99979,1601.242,0.005256497
4.920018,B,4.920018,0.5896186,0,0.4813975,0,2906.95,502.6603,90.72562,0,152.4099,185.7082,3.805514,148.0837795,148.0837795,0.000661743,675.5783603,675.5783603,0.002480857,89.99979,89.99979,1607.998,0.005281273
4.930018,B,4.930018,0.5909271,0,0.4813427,0,2906.83,502.5257,91.09585,0,152.3839,185.7082,3.808492,148.1006795,148.1006794,0.00066212,677.0593671,677.0593671,0.002487478,89.99979,89.99979,1614.769,0.005306114
4.940018,B,4.940018,0.5922359,0,0.481288,0,2906.71,502.3912,91.46678,0,152.3578,185.7082,3.811469,148.1175158,148.1175158,0.000662497,678.5405422,678.5405422,0.002494103,89.99979,89.99979,1621.554,0.005331022
4.950018,B,4.950018,0.5935447,0,0.4812334,0,2906.591,502.2567,91.83829,0,152.3318,185.7082,3.814446,148.1343501,148.1343501,0.000662873,680.0218857,680.0218857,0.002500732,89.99979,89.99979,1628.354,0.005355997
4.960019,B,4.960019,0.5948539,0,0.4811789,0,2906.471,502.1221,92.21052,0,152.3057,185.7082,3.817424,148.151095,148.151095,0.000663248,681.5033966,681.5033966,0.002507364,89.99979,89.99979,1635.169,0.005381037
4.970019,B,4.970019,0.5961633,0,0.4811245,0,2906.352,501.9876,92.58337,0,152.2797,185.7082,3.820401,148.1678916,148.1678916,0.000663622,682.9850755,682.9850755,0.002514,89.99979,89.99979,1641.999,0.005406144
4.980019,B,4.980019,0.597473,0,0.4810702,0,2906.221,501.8531,92.95686,0,152.2536,185.7082,3.823378,148.1838816,148.1838816,0.000663994,684.4669143,684.4669143,0.00252064,89.99979,89.99979,1648.844,0.005431317
4.990019,B,4.990019,0.5987828,0,0.481016,0,2906.091,501.7186,93.33101,0,152.2276,185.7082,3.826356,148.1999053,148.1999053,0.000664365,685.9489133,685.9489133,0.002527284,89.99979,89.99979,1655.703,0.005456557
5.00002,B,5.00002,0.600093,0,0.4809926,0,2905.96,501.584,93.71176,0,152.2015,185.7082,3.829333,148.2153926,148.2153926,0.000664734,687.4310672,687.4310672,0.002533931,89.99979,89.99979,1662.578,0.005481862
5.01002,B,5.01002,0.6014034,0,0.481025,0,2905.83,501.4496,94.1041,0,152.1755,185.7082,3.83231,148.2303037,148.2303037,0.000665099,688.9133702,688.9133702,0.002540582,89.99979,89.99979,1669.467,0.005507235
5.02002,B,5.02002,0.6027139,0,0.4810574,0,2905.699,501.3151,94.49725,0,152.1494,185.7082,3.835288,148.2450836,148.2450836,0.000665465,690.395821,690.395821,0.002547237,89.99979,89.99979,1676.371,0.005532674
5.03002,B,5.03002,0.6040246,0,0.48109,0,2905.558,501.1806,94.89111,0,152.1234,185.7082,3.838265,148.2590967,148.2590967,0.000665826,691.8784119,691.8784119,0.002553895,89.99979,89.99979,1683.29,0.00555818
5.04002,B,5.04002,0.6053357,0,0.4811227,0,2905.417,501.0461,95.28582,0,152.0973,185.7082,3.841242,148.2730839,148.2730839,0.000666187,693.3611427,693.3611427,0.002560557,89.99979,89.99979,1690.223,0.005583752
5.050021,B,5.050021,0.6066468,0,0.4811555,0,2905.275,500.9117,95.68128,0,152.0713,185.7082,3.844219,148.2870175,148.2870175,0.000666548,694.8440129,694.8440129,0.002567223,89.99979,89.99979,1697.172,0.005609391
5.060021,B,5.060021,0.6079582,0,0.4811884,0,2905.134,500.7772,96.07751,0,152.0452,185.7082,3.847197,148.3009809,148.3009809,0.000666908,696.3270227,696.3270227,0.002573892,89.99979,89.99979,1704.135,0.005635096
5.070021,B,5.070021,0.6092699,0,0.4812214,0,2904.993,500.6428,96.47452,0,152.0192,185.7082,3.850174,148.3148171,148.3148171,0.000667267,697.8101708,697.8101708,0.002580564,89.99979,89.99979,1711.113,0.005660869
5.080021,B,5.080021,0.6105818,0,0.4812545,0,2904.841,500.5083,96.87228,0,151.9931,185.7082,3.853152,148.3279818,148.3279818,0.000667623,699.2934506,699.2934506,0.002587241,89.99979,89.99979,1718.106,0.005686708
5.090022,B,5.090022,0.6118938,0,0.4812877,0,2904.688,500.3739,97.27082,0,151.9671,185.7082,3.856129,148.3410014,148.3410014,0.000667979,700.7768606,700.7768606,0.00259392,89.99979,89.99979,1725.114,0.005712613
5.100022,B,5.100022,0.613206,0,0.481321,0,2904.536,500.2395,97.67016,0,151.941,185.7082,3.859106,148.3540767,148.3540767,0.000668334,702.2604013,702.2604013,0.002600604,89.99979,89.99979,1732.136,0.005738586
5.110022,B,5.110022,0.6145185,0,0.4813544,0,2904.384,500.1051,98.07023,0,151.915,185.7082,3.862083,148.3670188,148.3670188,0.000668688,703.7440715,703.7440714,0.002607291,89.99979,89.99979,1739.174,0.005764626
5.120022,B,5.120022,0.6158311,0,0.4813879,0,2904.232,499.9707,98.47112,0,151.8889,185.7082,3.865061,148.3800067,148.3800067,0.000669041,705.2278715,705.2278715,0.002613981,89.99979,89.99979,1746.226,0.005790732
